word,value,uniqueness
kitar,31.6748,5
krait,31.6748,5
rakit,31.6748,5
traik,31.6748,5
rayon,31.673299999999998,5
meith,31.672700000000003,5
corns,31.6727,5
scorn,31.6727,5
moted,31.672400000000003,5
demot,31.6724,5
zeist,31.6637,5
doeth,31.6629,5
irous,31.6551,5
coxae,31.6498,5
plait,31.6487,5
coins,31.6366,5
sonic,31.6366,5
cions,31.636599999999998,5
cosin,31.636599999999998,5
icons,31.636599999999998,5
oscin,31.636599999999998,5
scion,31.636599999999998,5
daver,31.630000000000003,5
drave,31.630000000000003,5
raved,31.630000000000003,5
boles,31.6206,5
lobes,31.6206,5
yameo,31.611600000000003,5
comes,31.611,5
chose,31.6015,5
choes,31.601499999999998,5
echos,31.601499999999998,5
nipas,31.598000000000003,5
sapin,31.598000000000003,5
spain,31.598000000000003,5
spina,31.598000000000003,5
pains,31.598,5
pians,31.598,5
pinas,31.598,5
pisan,31.598,5
ocyte,31.5918,5
bonce,31.589399999999998,5
argil,31.582100000000004,5
glair,31.582100000000004,5
grail,31.582100000000004,5
vitra,31.5806,5
ladin,31.5695,5
linda,31.5695,5
nidal,31.5695,5
danli,31.569499999999998,5
rawin,31.566599999999998,5
phren,31.5665,5
shape,31.562900000000006,5
heaps,31.562900000000003,5
ephas,31.5629,5
pesah,31.5629,5
phase,31.5629,5
peaty,31.5532,5
spect,31.5526,5
peban,31.5508,5
acrid,31.545500000000004,5
carid,31.545500000000004,5
corke,31.545500000000004,5
darci,31.545500000000004,5
daric,31.545500000000004,5
dirca,31.545500000000004,5
korec,31.545500000000004,5
caird,31.5455,5
coker,31.5455,5
ocker,31.5455,5
demal,31.5439,5
lamed,31.5439,5
medal,31.5439,5
grope,31.542700000000004,5
porge,31.542700000000004,5
impen,31.5399,5
heald,31.5344,5
haled,31.534399999999998,5
hawer,31.5315,5
whare,31.5315,5
fager,31.5208,5
ploce,31.519399999999997,5
stopa,31.5132,5
topas,31.5132,5
getid,31.5113,5
glens,31.509999999999998,5
cokie,31.5094,5
vents,31.5085,5
faden,31.5082,5
calef,31.497500000000002,5
fecal,31.497500000000002,5
tamil,31.494500000000002,5
usage,31.493700000000004,5
agues,31.4937,5
druse,31.4919,5
sured,31.4919,5
dures,31.491899999999998,5
gayer,31.486600000000003,5
yager,31.486600000000003,5
yerga,31.486600000000003,5
twice,31.485100000000003,5
ihlat,31.485000000000003,5
laith,31.485000000000003,5
lathi,31.485,5
tahil,31.485,5
dotal,31.4847,5
fired,31.4829,5
fried,31.4829,5
pinot,31.4807,5
pinto,31.4807,5
piton,31.4807,5
point,31.4807,5
novel,31.4753,5
denay,31.474,5
uncle,31.473999999999997,5
scend,31.4734,5
sharn,31.4704,5
harns,31.470399999999998,5
aunts,31.4678,5
natus,31.4678,5
saunt,31.4678,5
staun,31.4678,5
suant,31.4678,5
tunas,31.4678,5
usant,31.4678,5
claye,31.463300000000004,5
lycea,31.463300000000004,5
lacey,31.4633,5
ranty,31.4607,5
avoue,31.459000000000003,5
faint,31.458800000000004,5
fanti,31.458800000000004,5
fanit,31.4588,5
fiant,31.4588,5
tempo,31.455099999999998,5
corve,31.451300000000003,5
cover,31.451300000000003,5
argos,31.4466,5
sargo,31.4466,5
towai,31.445700000000002,5
tophe,31.4456,5
amins,31.4438,5
mains,31.4438,5
manis,31.4438,5
minas,31.4438,5
sruti,31.442500000000003,5
ritsu,31.4425,5
ritus,31.4425,5
exact,31.4372,5
ixtle,31.435900000000004,5
shina,31.4343,5
naish,31.434299999999997,5
donas,31.434,5
sabir,31.4294,5
abris,31.429399999999998,5
baris,31.429399999999998,5
brisa,31.429399999999998,5
coals,31.4233,5
colas,31.4233,5
aztec,31.419200000000004,5
iztle,31.417900000000003,5
voice,31.4152,5
groin,31.4141,5
inorg,31.4141,5
giron,31.414099999999998,5
verpa,31.412700000000005,5
parve,31.4127,5
paver,31.4127,5
agios,31.4105,5
unmet,31.4097,5
shame,31.408700000000003,5
shema,31.408700000000003,5
ahems,31.4087,5
doris,31.4087,5
haems,31.4087,5
hames,31.4087,5
dorsi,31.408699999999996,5
sahme,31.408699999999996,5
belts,31.408,5
blest,31.408,5
blets,31.408,5
etyma,31.399,5
meaty,31.399,5
matey,31.398999999999997,5
beman,31.396600000000003,5
nambe,31.3966,5
bruet,31.395300000000002,5
buret,31.395300000000002,5
brute,31.3953,5
rebut,31.3953,5
tuber,31.3953,5
colin,31.390800000000002,5
conli,31.3908,5
nicol,31.3908,5
chest,31.3889,5
stech,31.3889,5
gomer,31.3885,5
nixes,31.3852,5
inark,31.378300000000003,5
inkra,31.378300000000003,5
nakir,31.378300000000003,5
rinka,31.378300000000003,5
krina,31.3783,5
togue,31.376400000000004,5
himne,31.376200000000004,5
hemin,31.3762,5
denom,31.3759,5
monde,31.3759,5
demon,31.375899999999998,5
imber,31.371299999999998,5
zeins,31.367199999999997,5
honed,31.3664,5
celom,31.3652,5
boder,31.3615,5
bored,31.3615,5
orbed,31.3615,5
robed,31.3615,5
floes,31.360699999999998,5
moats,31.359,5
stoma,31.359,5
atmos,31.358999999999998,5
atoms,31.358999999999998,5
tomas,31.358999999999998,5
knelt,31.3569,5
chloe,31.3557,5
choel,31.3557,5
helco,31.3557,5
loche,31.3557,5
north,31.3531,5
thorn,31.353099999999998,5
marek,31.352700000000002,5
merak,31.352700000000002,5
maker,31.3527,5
lapin,31.3522,5
lipan,31.3522,5
pinal,31.3522,5
plain,31.3522,5
hosta,31.349500000000003,5
shoat,31.349500000000003,5
ashot,31.3495,5
hoast,31.3495,5
oaths,31.3495,5
baton,31.3374,5
botan,31.3374,5
capri,31.328200000000002,5
carpi,31.328200000000002,5
picra,31.328200000000002,5
rapic,31.328200000000002,5
elamp,31.326600000000003,5
ample,31.3266,5
maple,31.3266,5
minot,31.3265,5
timon,31.3265,5
tomin,31.3265,5
dobie,31.325400000000002,5
pheal,31.317100000000003,5
aleph,31.3171,5
othin,31.316999999999997,5
eimak,31.316600000000005,5
youre,31.3138,5
orbit,31.312099999999997,5
clept,31.306800000000003,5
sexto,31.3004,5
coney,31.2953,5
kotar,31.2935,5
tarok,31.2935,5
troak,31.2935,5
metho,31.2914,5
invar,31.284100000000002,5
vanir,31.284100000000002,5
ravin,31.2841,5
tawed,31.2825,5
purse,31.2746,5
resup,31.2746,5
sprue,31.2746,5
super,31.2746,5
ploat,31.267400000000002,5
plato,31.2674,5
payen,31.2567,5
dreng,31.250899999999998,5
haver,31.249000000000002,5
gulae,31.2479,5
legua,31.2479,5
degas,31.2473,5
egads,31.2473,5
gades,31.2473,5
uvate,31.2464,5
duler,31.2461,5
lured,31.2461,5
ruled,31.2461,5
urled,31.2461,5
strag,31.234,5
mavie,31.2224,5
altun,31.222,5
tunal,31.222,5
dasnt,31.2214,5
stand,31.2214,5
swile,31.2198,5
wiles,31.2198,5
lewis,31.219799999999996,5
panos,31.2167,5
dinge,31.214800000000004,5
nidge,31.214800000000004,5
deign,31.2148,5
digne,31.214799999999997,5
gnide,31.214799999999997,5
clast,31.210700000000003,5
scalt,31.210700000000003,5
sclat,31.210700000000003,5
talcs,31.2107,5
civet,31.2026,5
evict,31.2026,5
grint,31.2015,5
algor,31.2008,5
argol,31.2008,5
goral,31.2008,5
largo,31.2008,5
orgal,31.2008,5
tovar,31.1993,5
lamin,31.198000000000004,5
catur,31.198,5
curat,31.198,5
liman,31.198,5
milan,31.198,5
staig,31.197900000000004,5
agist,31.1979,5
gaist,31.1979,5
gaits,31.1979,5
dirts,31.1961,5
distr,31.1961,5
strid,31.1961,5
sirop,31.1914,5
spiro,31.1914,5
wince,31.1886,5
linha,31.1885,5
nihal,31.1885,5
donal,31.188200000000002,5
nodal,31.188200000000002,5
rowan,31.185299999999998,5
libra,31.183600000000002,5
blair,31.1836,5
brail,31.1836,5
clint,31.1782,5
marci,31.174000000000007,5
micra,31.174,5
mirac,31.174,5
axels,31.1719,5
axles,31.1719,5
fairs,31.169500000000003,5
farsi,31.1695,5
fiars,31.1695,5
sarif,31.1695,5
logia,31.1647,5
chair,31.164500000000004,5
chria,31.164500000000004,5
cardo,31.1642,5
draco,31.1642,5
almeh,31.1629,5
droil,31.1629,5
hamel,31.1629,5
hemal,31.1629,5
citua,31.161900000000003,5
lazes,31.1539,5
zeals,31.1539,5
begat,31.150700000000004,5
betag,31.150700000000004,5
iowan,31.1492,5
pheon,31.1491,5
phone,31.149099999999997,5
felts,31.1481,5
lefts,31.1481,5
ruins,31.146,5
rusin,31.145999999999997,5
probe,31.144199999999998,5
rebop,31.144199999999998,5
letch,31.143099999999997,5
azure,31.141199999999998,5
fname,31.136699999999998,5
syria,31.1353,5
sairy,31.135299999999997,5
eight,31.130300000000002,5
toged,31.130000000000003,5
godet,31.13,5
coaid,31.128100000000003,5
serum,31.120400000000004,5
mures,31.1204,5
muser,31.1204,5
remus,31.1204,5
xeric,31.1154,5
howea,31.1141,5
style,31.1139,5
malto,31.113200000000003,5
lomta,31.1132,5
matlo,31.1132,5
bidet,31.112800000000004,5
debit,31.112800000000004,5
bited,31.1128,5
blens,31.1115,5
fermi,31.111400000000003,5
shure,31.1109,5
usher,31.1109,5
aholt,31.1037,5
altho,31.1037,5
lhota,31.1037,5
loath,31.1037,5
lotah,31.1037,5
yamen,31.102500000000003,5
maney,31.102500000000003,5
meany,31.1025,5
foder,31.101599999999998,5
tuyer,31.1012,5
berun,31.0988,5
brune,31.098799999999997,5
beaus,31.095200000000002,5
abuse,31.0952,5
taked,31.0942,5
hayne,31.093000000000004,5
hyena,31.093,5
beray,31.0881,5
yerba,31.0881,5
barye,31.088099999999997,5
braye,31.088099999999997,5
iseum,31.084300000000006,5
musie,31.0843,5
ixora,31.076,5
douse,31.0745,5
dorey,31.067399999999996,5
quare,31.065199999999997,5
biune,31.0627,5
manos,31.0625,5
manso,31.0625,5
mason,31.0625,5
moans,31.0625,5
monas,31.0625,5
mosan,31.0625,5
nomas,31.0625,5
roust,31.0612,5
routs,31.0612,5
rusot,31.0612,5
stour,31.0612,5
sutor,31.0612,5
torus,31.0612,5
tours,31.0612,5
extol,31.0546,5
shona,31.053,5
bices,31.0514,5
boars,31.0481,5
boras,31.0481,5
linje,31.045700000000004,5
ayont,31.043300000000002,5
atony,31.0433,5
const,31.0427,5
zlote,31.0366,5
cakes,31.032799999999998,5
likes,31.031499999999998,5
peags,31.03,5
gapes,31.029999999999998,5
pages,31.029999999999998,5
aequi,31.0291,5
puler,31.0288,5
roshi,31.027699999999996,5
biron,31.0156,5
inorb,31.0156,5
robin,31.015599999999996,5
obias,31.012,5
pants,31.0041,5
xenos,31.003899999999998,5
glade,31.0015,5
glead,31.0015,5
wager,30.9986,5
pinge,30.997500000000002,5
genip,30.9975,5
ginep,30.9975,5
koran,30.997,5
krona,30.997,5
akron,30.996999999999996,5
siped,30.9921,5
spied,30.9921,5
omber,30.990000000000002,5
ombre,30.990000000000002,5
brome,30.989999999999995,5
dawen,30.986,5
dewan,30.986,5
awned,30.985999999999997,5
waned,30.985999999999997,5
zones,30.985899999999997,5
spirt,30.978800000000003,5
sprit,30.978800000000003,5
stirp,30.978800000000003,5
strip,30.978800000000003,5
trips,30.9788,5
bouet,30.9779,5
buteo,30.977899999999998,5
warnt,30.9727,5
onlap,30.970900000000004,5
lapon,30.9709,5
nopal,30.9709,5
konia,30.960900000000002,5
ikona,30.9609,5
weird,30.9607,5
wider,30.9607,5
wierd,30.9607,5
wired,30.960699999999996,5
wride,30.960699999999996,5
wried,30.960699999999996,5
biome,30.953899999999997,5
copra,30.9469,5
pirol,30.9456,5
caves,30.9386,5
gnars,30.9375,5
evils,30.9373,5
lives,30.9373,5
slive,30.9373,5
veils,30.9373,5
elvis,30.937299999999997,5
levis,30.937299999999997,5
atwin,30.936600000000002,5
twain,30.936600000000002,5
witan,30.9366,5
amoke,30.935300000000005,5
larus,30.9327,5
sural,30.9327,5
ursal,30.9327,5
flair,30.923700000000004,5
frail,30.923700000000004,5
filar,30.9237,5
diact,30.915500000000005,5
dicta,30.9155,5
clans,30.9142,5
raxed,30.912799999999997,5
copia,30.910800000000002,5
jones,30.9102,5
vince,30.906100000000002,5
awhet,30.901500000000002,5
wheat,30.901500000000002,5
signa,30.901400000000002,5
gains,30.9014,5
rinds,30.8996,5
laius,30.896600000000003,5
ualis,30.896600000000003,5
razed,30.894800000000004,5
adzer,30.8948,5
zerda,30.8948,5
lairy,30.8895,5
riyal,30.8895,5
games,30.8758,5
mages,30.8758,5
lemur,30.8746,5
derms,30.874,5
tengu,30.8673,5
unget,30.8673,5
avion,30.866699999999998,5
uncia,30.8654,5
herds,30.8645,5
sherd,30.8645,5
shred,30.8645,5
taxir,30.863400000000002,5
duets,30.8619,5
stude,30.8619,5
azide,30.8587,5
tyred,30.854799999999997,5
began,30.854200000000002,5
bagne,30.8542,5
bange,30.8542,5
fetid,30.852899999999998,5
ropey,30.8501,5
beads,30.8488,5
based,30.848799999999997,5
sabed,30.848799999999997,5
lench,30.846599999999995,5
tiraz,30.8454,5
ingem,30.843300000000006,5
minge,30.8433,5
amove,30.841100000000004,5
shant,30.840400000000002,5
hants,30.8404,5
hasnt,30.8404,5
snath,30.8404,5
ileum,30.838500000000003,5
lowes,30.8385,5
sowel,30.8385,5
lowse,30.838499999999996,5
sowle,30.838499999999996,5
dimes,30.8379,5
deism,30.837899999999998,5
disme,30.837899999999998,5
abstr,30.8355,5
brast,30.8355,5
brats,30.8355,5
fause,30.835300000000004,5
hinge,30.833800000000004,5
neigh,30.833800000000004,5
elihu,30.829,5
huile,30.829,5
giber,30.828899999999997,5
duole,30.828699999999998,5
shide,30.828400000000002,5
shied,30.828400000000002,5
sidhe,30.828400000000002,5
hides,30.8284,5
arefy,30.8282,5
faery,30.8282,5
freya,30.8282,5
trims,30.8246,5
covet,30.821300000000004,5
gront,30.8202,5
jarde,30.8191,5
jared,30.8191,5
deity,30.8187,5
diety,30.8187,5
tydie,30.8187,5
almon,30.8167,5
monal,30.8167,5
goats,30.8166,5
stoga,30.8166,5
togas,30.8166,5
bedin,30.816300000000002,5
hirst,30.8151,5
shirt,30.8151,5
dorts,30.814799999999998,5
lohan,30.807199999999998,5
cebil,30.8056,5
bolar,30.802300000000002,5
boral,30.802300000000002,5
balor,30.8023,5
labor,30.8023,5
lobar,30.8023,5
absit,30.799400000000002,5
batis,30.799400000000002,5
tabis,30.799400000000002,5
baits,30.7994,5
basti,30.7994,5
danke,30.7977,5
kande,30.7977,5
knead,30.7977,5
naked,30.7977,5
escry,30.793400000000002,5
carom,30.792700000000004,5
coram,30.792700000000004,5
marco,30.792700000000004,5
macro,30.7927,5
fices,30.7915,5
milor,30.7914,5
afros,30.7882,5
faros,30.7882,5
sofar,30.7882,5
clake,30.787000000000006,5
aleck,30.787000000000003,5
trank,30.7844,5
plage,30.7842,5
ingot,30.784100000000002,5
tigon,30.7841,5
achor,30.7832,5
chora,30.7832,5
corah,30.7832,5
orach,30.7832,5
roach,30.7832,5
doits,30.7787,5
odist,30.7787,5
diker,30.772399999999998,5
irked,30.772399999999998,5
berth,30.7679,5
breth,30.7679,5
abilo,30.766199999999998,5
aboil,30.766199999999998,5
bailo,30.766199999999998,5
urson,30.764699999999998,5
gemot,30.7585,5
plant,30.7583,5
soary,30.754,5
sofia,30.7521,5
takin,30.748300000000004,5
kitan,30.7483,5
decap,30.747600000000002,5
caped,30.7476,5
paced,30.7476,5
chiao,30.7471,5
diple,30.746299999999998,5
lepid,30.746299999999998,5
piled,30.746299999999998,5
plied,30.746299999999998,5
wiper,30.7434,5
timbe,30.741300000000003,5
tripl,30.733,5
bedot,30.7315,5
forme,30.7301,5
irony,30.7215,5
foute,30.718000000000004,5
croze,30.716100000000004,5
grave,30.716100000000004,5
daven,30.703500000000002,5
vaned,30.7035,5
mouse,30.703000000000003,5
moues,30.703,5
yomer,30.6959,5
emory,30.695899999999998,5
house,30.6935,5
calve,30.692800000000005,5
clave,30.692800000000005,5
cavel,30.692800000000002,5
gnarl,30.6917,5
lards,30.6863,5
pirns,30.682299999999998,5
bueno,30.6814,5
cozie,30.68,5
viage,30.68,5
drive,30.678200000000004,5
verdi,30.678200000000004,5
deriv,30.6782,5
diver,30.6782,5
rived,30.678199999999997,5
sperm,30.6567,5
perms,30.656699999999997,5
algin,30.655600000000003,5
align,30.655600000000003,5
liang,30.655600000000003,5
linga,30.655600000000003,5
langi,30.6556,5
ligan,30.6556,5
vinta,30.654100000000003,5
alids,30.6502,5
dalis,30.6502,5
dials,30.6502,5
koels,30.6502,5
sloke,30.650199999999998,5
wasir,30.6473,5
wairs,30.647299999999998,5
setup,30.644600000000004,5
spute,30.644600000000004,5
stupe,30.644600000000004,5
upset,30.6446,5
dauri,30.637500000000003,5
perty,30.6375,5
typer,30.6375,5
agric,30.631600000000006,5
craig,30.631600000000006,5
cigar,30.6316,5
gleam,30.630000000000003,5
swelt,30.6259,5
welts,30.6259,5
canid,30.619,5
cnida,30.619,5
danic,30.619,5
thave,30.619,5
pengo,30.6162,5
luted,30.616100000000003,5
tudel,30.6161,5
loupe,30.611400000000003,5
opelu,30.611400000000003,5
poule,30.611400000000003,5
epulo,30.6114,5
phies,30.6111,5
dopes,30.6108,5
posed,30.610799999999998,5
spode,30.610799999999998,5
baled,30.603,5
blade,30.603,5
japer,30.6018,5
piety,30.601399999999998,5
awber,30.600099999999998,5
ports,30.5975,5
prost,30.5975,5
sport,30.5975,5
sprot,30.5975,5
strop,30.5975,5
ganef,30.594300000000004,5
maced,30.593400000000003,5
frden,30.592499999999998,5
delim,30.592100000000002,5
limed,30.592100000000002,5
blart,30.5897,5
fades,30.5889,5
ached,30.5839,5
delhi,30.5826,5
heild,30.5826,5
hidel,30.5826,5
hield,30.5826,5
knape,30.580400000000004,5
pekan,30.5804,5
dower,30.5794,5
rowed,30.5794,5
guser,30.578000000000003,5
surge,30.578000000000003,5
grues,30.578,5
urges,30.578,5
farts,30.5756,5
frats,30.5756,5
rafts,30.5756,5
gloat,30.570800000000002,5
archt,30.570600000000002,5
chart,30.570600000000002,5
ratch,30.5706,5
thirl,30.5693,5
grief,30.569000000000003,5
dunes,30.5654,5
nudes,30.5654,5
posit,30.561400000000003,5
stipo,30.561400000000003,5
topis,30.561400000000003,5
geyan,30.560100000000002,5
indef,30.556400000000004,5
fiend,30.5564,5
fined,30.556399999999996,5
solve,30.556000000000004,5
loves,30.556,5
voles,30.556,5
towan,30.5553,5
krepi,30.555100000000003,5
piker,30.5551,5
clues,30.5547,5
luces,30.5547,5
balti,30.553600000000003,5
runts,30.5521,5
snurt,30.5521,5
turns,30.552099999999996,5
nazir,30.5489,5
clyer,30.547600000000003,5
ceryl,30.5476,5
elfic,30.545700000000004,5
dowie,30.543300000000002,5
ouvre,30.543300000000002,5
flora,30.5424,5
guise,30.5419,5
artsy,30.5414,5
rasty,30.5414,5
satyr,30.5414,5
stary,30.5414,5
stray,30.5414,5
trays,30.5414,5
trasy,30.5414,5
ramex,30.5413,5
faits,30.539500000000004,5
fasti,30.539500000000004,5
fiats,30.5395,5
barns,30.538999999999998,5
brans,30.538999999999998,5
chait,30.534500000000005,5
aitch,30.5345,5
chati,30.5345,5
chita,30.5345,5
tachi,30.5345,5
taich,30.5345,5
tchai,30.5345,5
octad,30.534200000000002,5
coven,30.524800000000003,5
mazer,30.5233,5
zerma,30.5233,5
snoga,30.520100000000003,5
agons,30.5201,5
fremt,30.517500000000002,5
inust,30.516000000000002,5
sintu,30.516000000000002,5
tunis,30.516000000000002,5
suint,30.516,5
unist,30.516,5
units,30.516,5
aulos,30.5153,5
hazer,30.5138,5
royal,30.5082,5
ferth,30.508,5
folia,30.506300000000003,5
filao,30.5063,5
basin,30.5029,5
nabis,30.5029,5
sabin,30.5029,5
giros,30.494799999999998,5
herms,30.493,5
metus,30.4904,5
muset,30.4904,5
umest,30.4904,5
umset,30.4904,5
mutes,30.490399999999998,5
maize,30.4872,5
paven,30.4862,5
unoil,30.482799999999997,5
donis,30.482200000000002,5
dinos,30.4822,5
taxor,30.482100000000003,5
metif,30.4814,5
shute,30.4809,5
adoze,30.477400000000003,5
beams,30.477300000000003,5
bemas,30.477300000000003,5
yerth,30.4738,5
thief,30.471899999999998,5
coils,30.471500000000002,5
unbet,30.468799999999998,5
itcze,30.467400000000005,5
emong,30.462,5
genom,30.461999999999996,5
gnome,30.461999999999996,5
viper,30.460900000000002,5
sikar,30.459000000000003,5
sikra,30.459000000000003,5
skair,30.459000000000003,5
kisra,30.459,5
rakis,30.459,5
curio,30.458799999999997,5
moule,30.4572,5
oleum,30.4572,5
semih,30.456900000000005,5
hiems,30.4569,5
demos,30.456599999999998,5
domes,30.456599999999998,5
modes,30.456599999999998,5
hogen,30.452499999999997,5
gerbo,30.447599999999998,5
grebo,30.447599999999998,5
itemy,30.4472,5
hosed,30.4471,5
shode,30.4471,5
shoed,30.4471,5
benim,30.4448,5
morts,30.4433,5
storm,30.4433,5
strom,30.4433,5
kelts,30.4376,5
toyed,30.4374,5
quate,30.435200000000002,5
boned,30.435000000000002,5
boden,30.435,5
short,30.4338,5
horst,30.433799999999998,5
alisp,30.432900000000004,5
lapsi,30.432900000000004,5
spail,30.432900000000004,5
spial,30.432900000000004,5
lapis,30.4329,5
pails,30.4329,5
palis,30.4329,5
coble,30.424300000000002,5
rupia,30.4202,5
boast,30.418100000000003,5
boats,30.418100000000003,5
basto,30.4181,5
botas,30.4181,5
sabot,30.4181,5
kaneh,30.4167,5
break,30.411800000000003,5
baker,30.4118,5
brake,30.4118,5
kebar,30.4118,5
jaime,30.411500000000004,5
jamie,30.411500000000004,5
bogie,30.411499999999997,5
moist,30.407200000000003,5
omits,30.407200000000003,5
panic,30.401700000000005,5
letup,30.3988,5
tuple,30.3988,5
hoist,30.3977,5
hiker,30.3914,5
belap,30.385700000000003,5
biont,30.3856,5
campe,30.3761,5
cosey,30.376,5
akebi,30.375700000000002,5
bakie,30.375700000000002,5
impel,30.3748,5
tweag,30.3686,5
waget,30.3686,5
nokta,30.367,5
tonka,30.367,5
chape,30.366600000000005,5
cheap,30.366600000000002,5
peach,30.3666,5
poled,30.365000000000002,5
loped,30.365,5
vairs,30.3648,5
power,30.362099999999998,5
tombe,30.36,5
svelt,30.3434,5
tikor,30.3417,5
wafer,30.340200000000003,5
peasy,30.3374,5
gluer,30.3322,5
gruel,30.3322,5
gurle,30.3322,5
luger,30.3322,5
maven,30.332,5
dregs,30.331599999999998,5
vertu,30.330700000000004,5
wited,30.3307,5
haven,30.3225,5
unled,30.3196,5
lendu,30.319599999999998,5
breva,30.317600000000002,5
brave,30.3176,5
coapt,30.316900000000004,5
capot,30.3169,5
pilot,30.3156,5
polit,30.3156,5
marls,30.3148,5
layed,30.3089,5
delay,30.308899999999998,5
leady,30.308899999999998,5
angst,30.3075,5
gnast,30.3075,5
gnats,30.3075,5
stang,30.3075,5
tangs,30.3075,5
weary,30.306,5
screw,30.305400000000002,5
crews,30.3054,5
harls,30.3053,5
piney,30.3049,5
altus,30.3027,5
latus,30.3027,5
sault,30.3027,5
talus,30.3027,5
tulsa,30.302699999999998,5
porns,30.301,5
goave,30.298700000000004,5
hiver,30.297200000000004,5
dover,30.2969,5
drove,30.2969,5
roved,30.2969,5
vedro,30.2969,5
voder,30.2969,5
guile,30.296100000000003,5
artly,30.2956,5
crude,30.2956,5
cured,30.2956,5
lyart,30.2956,5
fatil,30.2937,5
taxed,30.2828,5
detax,30.282799999999998,5
strig,30.282200000000003,5
girts,30.2822,5
grist,30.2822,5
grits,30.2822,5
trigs,30.2822,5
islam,30.2787,5
ismal,30.2787,5
limas,30.2787,5
mails,30.2787,5
salmi,30.2787,5
simal,30.2787,5
along,30.2743,5
anglo,30.2743,5
gonal,30.2743,5
lango,30.2743,5
logan,30.2743,5
longa,30.2743,5
nogal,30.2743,5
ranch,30.274099999999997,5
ovant,30.2728,5
tunca,30.271500000000003,5
unact,30.2715,5
until,30.270200000000003,5
unlit,30.2702,5
dints,30.2696,5
distn,30.2696,5
alish,30.2692,5
hails,30.2692,5
hilsa,30.2692,5
loads,30.2689,5
mauri,30.266,5
sowar,30.266,5
opsin,30.2649,5
pions,30.264899999999997,5
video,30.2608,5
ality,30.259500000000003,5
idcue,30.259500000000003,5
laity,30.259500000000003,5
italy,30.2595,5
taily,30.2595,5
binal,30.2571,5
albin,30.257099999999998,5
blain,30.257099999999998,5
huari,30.256500000000003,5
uriah,30.256500000000003,5
douar,30.2562,5
doura,30.2562,5
cargo,30.250300000000003,5
rigol,30.249,5
amnic,30.247500000000002,5
manic,30.247500000000002,5
vitro,30.2475,5
rutic,30.2462,5
yarns,30.2449,5
snary,30.244899999999998,5
mulet,30.244600000000002,5
fains,30.243000000000002,5
naifs,30.243,5
thegn,30.239900000000002,5
ghent,30.2399,5
poems,30.239300000000004,5
epsom,30.2393,5
mopes,30.2393,5
pomes,30.2393,5
chain,30.238000000000003,5
chian,30.238,5
china,30.238,5
adcon,30.2377,5
indol,30.2364,5
lindo,30.2364,5
thule,30.235100000000003,5
carib,30.233100000000004,5
baric,30.2331,5
rabic,30.2331,5
exaun,30.2327,5
amble,30.231500000000004,5
belam,30.231500000000004,5
mabel,30.231500000000004,5
melba,30.2315,5
blame,30.231499999999997,5
shope,30.229800000000004,5
hopes,30.2298,5
phose,30.229799999999997,5
belah,30.222,5
hable,30.222,5
audio,30.220100000000002,5
silex,30.220100000000002,5
lexis,30.2201,5
fames,30.2174,5
doric,30.212400000000002,5
meach,30.212400000000002,5
model,30.2108,5
ayins,30.2088,5
mower,30.207900000000002,5
sheaf,30.207900000000002,5
dhole,30.201300000000003,5
holed,30.2013,5
whore,30.1984,5
featy,30.1982,5
befan,30.195800000000002,5
neums,30.193900000000003,5
menus,30.1939,5
sumen,30.1939,5
xenic,30.188900000000004,5
forge,30.1877,5
gofer,30.1877,5
shune,30.184399999999997,5
seamy,30.183200000000003,5
rubes,30.1795,5
burse,30.179499999999997,5
rebus,30.179499999999997,5
suber,30.179499999999997,5
henry,30.1773,5
adrip,30.173800000000004,5
padri,30.1738,5
pardi,30.1738,5
poker,30.1738,5
proke,30.1738,5
rapid,30.1738,5
hayes,30.1737,5
bloat,30.172300000000003,5
oblat,30.172300000000003,5
mowie,30.171799999999998,5
bifer,30.170500000000004,5
brief,30.170499999999997,5
fiber,30.170499999999997,5
fibre,30.170499999999997,5
zonar,30.1676,5
front,30.1618,5
beany,30.1616,5
segou,30.160600000000002,5
fatso,30.1582,5
softa,30.1582,5
cahot,30.153200000000002,5
faker,30.1519,5
freak,30.1519,5
litho,30.151899999999998,5
thiol,30.151899999999998,5
tholi,30.151899999999998,5
fogie,30.151600000000002,5
meiny,30.1507,5
axion,30.1495,5
twerp,30.1495,5
norms,30.146800000000002,5
morns,30.1468,5
kited,30.142400000000002,5
hiney,30.1412,5
doyen,30.1409,5
doney,30.1409,5
quean,30.1387,5
pokie,30.137700000000002,5
shorn,30.1373,5
horns,30.137299999999996,5
snout,30.134700000000002,5
notus,30.1347,5
stoun,30.1347,5
tonus,30.1347,5
coley,30.1302,5
ukase,30.1248,5
bason,30.121599999999997,5
rival,30.119,5
viral,30.119,5
yarke,30.117700000000006,5
recks,30.1171,5
pewit,30.113400000000002,5
quire,30.1134,5
minos,30.110699999999998,5
osmin,30.110699999999998,5
simon,30.110699999999998,5
pends,30.101699999999997,5
psend,30.101699999999997,5
spend,30.101699999999997,5
boris,30.096300000000003,5
brios,30.096299999999996,5
ayelp,30.091600000000003,5
scelp,30.091000000000005,5
skice,30.081000000000003,5
prove,30.0796,5
krosa,30.0777,5
okras,30.0777,5
oskar,30.0777,5
karos,30.077699999999997,5
homes,30.075599999999998,5
wades,30.0667,5
sawed,30.066699999999997,5
motey,30.065900000000003,5
